timestamp,ramp_type,expected_change,probability,threshold,affected_turbines,method,confirmed,verification_status
2026-04-25T15:20:00.000000000,ramp_up,1.2572,0.2514,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-05T11:10:00.000000000,ramp_up,1.0945,0.2189,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-05T14:50:00.000000000,ramp_down,-1.3644,0.2729,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-05T17:20:00.000000000,ramp_up,1.1556,0.2311,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-26T17:00:00.000000000,ramp_up,1.2415,0.2483,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-27T16:20:00.000000000,ramp_up,1.7316,0.3463,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-29T01:20:00.000000000,ramp_up,1.1957,0.2391,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-05-29T01:50:00.000000000,ramp_down,-1.0467,0.2093,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-06-01T13:00:00.000000000,ramp_up,1.096,0.2192,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-06-02T00:00:00.000000000,ramp_down,-1.4611,0.2922,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-06-05T00:00:00.000000000,ramp_up,1.3064,0.2613,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-07-01T00:00:00.000000000,ramp_up,1.0981,0.2196,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-07-02T00:00:00.000000000,ramp_down,-1.2328,0.2466,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-07-15T19:10:00.000000000,ramp_down,-1.0566,0.2113,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-07-22T15:00:00.000000000,ramp_down,-1.1591,0.2318,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-03-01T00:00:00.000000000,ramp_up,1.7853,0.3571,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-03-02T05:40:00.000000000,ramp_down,-1.2178,0.2436,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-03-02T06:20:00.000000000,ramp_up,1.2314,0.2463,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-04-06T22:10:00.000000000,ramp_up,1.1269,0.2254,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-05-26T17:00:00.000000000,ramp_up,1.5238,0.3048,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:10:00.000000000,ramp_down,-1.2824,0.2565,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:40:00.000000000,ramp_down,-1.1091,0.2218,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-05-30T11:50:00.000000000,ramp_down,-1.0842,0.2168,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-06-02T00:00:00.000000000,ramp_down,-1.5024,0.3005,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-06-24T20:30:00.000000000,ramp_down,-1.0409,0.2082,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-07-01T00:00:00.000000000,ramp_up,1.5179,0.3036,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-07-02T00:00:00.000000000,ramp_down,-1.4316,0.2863,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-07-13T11:00:00.000000000,ramp_up,1.1482,0.2296,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-07-22T15:00:00.000000000,ramp_down,-1.0297,0.2059,0.1,TB10,heuristic_screening,False,SCREENING_ONLY
2026-01-22T10:10:00.000000000,ramp_down,-1.0979,0.2196,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-03-01T00:00:00.000000000,ramp_up,1.6173,0.3235,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-03-02T06:10:00.000000000,ramp_up,1.0231,0.2046,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-03-06T13:20:00.000000000,ramp_up,1.1429,0.2286,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-03-13T01:40:00.000000000,ramp_up,1.2642,0.2528,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-04-01T00:00:00.000000000,ramp_up,1.0051,0.201,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-04-03T16:30:00.000000000,ramp_up,1.2786,0.2557,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-05-26T17:00:00.000000000,ramp_up,1.153,0.2306,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:00:00.000000000,ramp_down,-1.0585,0.2117,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:30:00.000000000,ramp_up,1.3704,0.2741,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:40:00.000000000,ramp_down,-1.0624,0.2125,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-05-29T01:20:00.000000000,ramp_up,1.2658,0.2532,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-06-02T00:00:00.000000000,ramp_down,-1.5188,0.3038,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-06-03T12:10:00.000000000,ramp_down,-1.0509,0.2102,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-07-01T00:00:00.000000000,ramp_up,1.3666,0.2733,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-07-02T00:00:00.000000000,ramp_down,-1.7379,0.3476,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-07-14T11:30:00.000000000,ramp_up,1.0696,0.2139,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-07-22T15:00:00.000000000,ramp_down,-1.1309,0.2262,0.1,TB11,heuristic_screening,False,SCREENING_ONLY
2026-01-23T00:00:00.000000000,ramp_up,1.0953,0.2191,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-01-26T02:30:00.000000000,ramp_down,-1.0217,0.2043,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-02-01T00:00:00.000000000,ramp_up,1.2423,0.2485,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-02-16T19:20:00.000000000,ramp_down,-1.2214,0.2443,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-04-01T00:00:00.000000000,ramp_up,1.6166,0.3233,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-04-05T12:30:00.000000000,ramp_up,1.1122,0.2224,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:30:00.000000000,ramp_up,1.5517,0.3103,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:40:00.000000000,ramp_down,-1.1597,0.2319,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-05-29T01:10:00.000000000,ramp_up,1.2137,0.2427,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-06-02T00:00:00.000000000,ramp_down,-1.2224,0.2445,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-06-03T12:10:00.000000000,ramp_down,-1.2435,0.2487,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-07-02T00:00:00.000000000,ramp_down,-1.3108,0.2622,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-07-22T14:20:00.000000000,ramp_up,1.6447,0.3289,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
2026-07-22T15:00:00.000000000,ramp_down,-1.3734,0.2747,0.1,TB12,heuristic_screening,False,SCREENING_ONLY
