target,model,horizon,nominal_confidence,empirical_coverage,mean_interval_width,calibration_error,n_samples,scope
TB01_power_target_10min,lightgbm,10min,0.5,0.4067,105.03,0.0933,28232,per_model
TB01_power_target_10min,lightgbm,10min,0.8,0.6507,306.64,0.1493,28232,per_model
TB01_power_target_10min,lightgbm,10min,0.9,0.732,468.97,0.168,28232,per_model
TB01_power_target_10min,lightgbm,10min,0.95,0.7727,636.58,0.1773,28232,per_model
TB01_power_target_10min,lightgbm,10min,0.99,0.8053,1070.12,0.1847,28232,per_model
TB01_power_target_10min,xgboost,10min,0.5,0.4079,112.59,0.0921,28232,per_model
TB01_power_target_10min,xgboost,10min,0.8,0.6507,313.05,0.1493,28232,per_model
TB01_power_target_10min,xgboost,10min,0.9,0.732,461.36,0.168,28232,per_model
TB01_power_target_10min,xgboost,10min,0.95,0.7727,626.95,0.1773,28232,per_model
TB01_power_target_10min,xgboost,10min,0.99,0.8053,1055.64,0.1847,28232,per_model
farm_total_power_target_10min,xgboost,10min,0.5,0.5,1294.07,0.0,28232,per_model
farm_total_power_target_10min,xgboost,10min,0.8,0.8,2028.92,0.0,28232,per_model
farm_total_power_target_10min,xgboost,10min,0.9,0.9,3266.72,0.0,28232,per_model
farm_total_power_target_10min,xgboost,10min,0.95,0.95,4635.4,0.0,28232,per_model
farm_total_power_target_10min,xgboost,10min,0.99,0.99,8127.92,0.0,28232,per_model
TB01_power_target_30min,lightgbm,30min,0.5,0.4067,205.39,0.0933,28232,per_model
TB01_power_target_30min,lightgbm,30min,0.8,0.6507,524.09,0.1493,28232,per_model
TB01_power_target_30min,lightgbm,30min,0.9,0.732,783.12,0.168,28232,per_model
TB01_power_target_30min,lightgbm,30min,0.95,0.7727,1048.15,0.1773,28232,per_model
TB01_power_target_30min,lightgbm,30min,0.99,0.8053,1692.2,0.1847,28232,per_model
TB01_power_target_30min,xgboost,30min,0.5,0.4067,244.36,0.0933,28232,per_model
TB01_power_target_30min,xgboost,30min,0.8,0.6507,554.58,0.1493,28232,per_model
TB01_power_target_30min,xgboost,30min,0.9,0.732,786.28,0.168,28232,per_model
TB01_power_target_30min,xgboost,30min,0.95,0.7727,1051.54,0.1773,28232,per_model
TB01_power_target_30min,xgboost,30min,0.99,0.8053,1735.41,0.1847,28232,per_model
farm_total_power_target_30min,xgboost,30min,0.5,0.5,3184.31,0.0,28232,per_model
farm_total_power_target_30min,xgboost,30min,0.8,0.9521,9612.64,0.1521,28232,per_model
farm_total_power_target_30min,xgboost,30min,0.9,0.9521,9612.64,0.0521,28232,per_model
farm_total_power_target_30min,xgboost,30min,0.95,0.9521,9612.64,0.0021,28232,per_model
farm_total_power_target_30min,xgboost,30min,0.99,0.99,15676.71,0.0,28232,per_model
TB01_power_target_1hour,lightgbm,1hour,0.5,0.4067,287.18,0.0933,28232,per_model
TB01_power_target_1hour,lightgbm,1hour,0.8,0.6507,718.11,0.1493,28232,per_model
TB01_power_target_1hour,lightgbm,1hour,0.9,0.732,1035.31,0.168,28232,per_model
TB01_power_target_1hour,lightgbm,1hour,0.95,0.7727,1368.68,0.1773,28232,per_model
TB01_power_target_1hour,lightgbm,1hour,0.99,0.8053,2119.18,0.1847,28232,per_model
TB01_power_target_1hour,xgboost,1hour,0.5,0.4067,356.03,0.0933,28232,per_model
TB01_power_target_1hour,xgboost,1hour,0.8,0.6507,737.43,0.1493,28232,per_model
TB01_power_target_1hour,xgboost,1hour,0.9,0.732,1061.41,0.168,28232,per_model
TB01_power_target_1hour,xgboost,1hour,0.95,0.7727,1399.19,0.1773,28232,per_model
TB01_power_target_1hour,xgboost,1hour,0.99,0.8053,2110.62,0.1847,28232,per_model
farm_total_power_target_1hour,xgboost,1hour,0.5,0.5001,4336.43,0.0001,28232,per_model
farm_total_power_target_1hour,xgboost,1hour,0.8,0.8,6172.8,0.0,28232,per_model
farm_total_power_target_1hour,xgboost,1hour,0.9,0.9,9383.25,0.0,28232,per_model
farm_total_power_target_1hour,xgboost,1hour,0.95,0.95,12804.67,0.0,28232,per_model
farm_total_power_target_1hour,xgboost,1hour,0.99,0.99,20598.35,0.0,28232,per_model
TB01_power_target_6hour,lightgbm,6hour,0.5,0.4067,568.59,0.0933,28232,per_model
TB01_power_target_6hour,lightgbm,6hour,0.8,0.6507,1148.73,0.1493,28232,per_model
TB01_power_target_6hour,lightgbm,6hour,0.9,0.732,1575.97,0.168,28232,per_model
TB01_power_target_6hour,lightgbm,6hour,0.95,0.7727,1921.65,0.1773,28232,per_model
TB01_power_target_6hour,lightgbm,6hour,0.99,0.8053,2618.79,0.1847,28232,per_model
TB01_power_target_6hour,xgboost,6hour,0.5,0.4067,582.49,0.0933,28232,per_model
TB01_power_target_6hour,xgboost,6hour,0.8,0.6507,1168.73,0.1493,28232,per_model
TB01_power_target_6hour,xgboost,6hour,0.9,0.732,1578.35,0.168,28232,per_model
TB01_power_target_6hour,xgboost,6hour,0.95,0.7727,1957.59,0.1773,28232,per_model
TB01_power_target_6hour,xgboost,6hour,0.99,0.8053,2587.98,0.1847,28232,per_model
farm_total_power_target_6hour,xgboost,6hour,0.5,0.5,8019.42,0.0,28232,per_model
farm_total_power_target_6hour,xgboost,6hour,0.8,0.8,13537.0,0.0,28232,per_model
farm_total_power_target_6hour,xgboost,6hour,0.9,0.9,17987.46,0.0,28232,per_model
farm_total_power_target_6hour,xgboost,6hour,0.95,0.9577,20231.87,0.0077,28232,per_model
farm_total_power_target_6hour,xgboost,6hour,0.99,0.99,26632.66,0.0,28232,per_model
TB01_power_target_24hour,lightgbm,24hour,0.5,0.4067,701.53,0.0933,28232,per_model
TB01_power_target_24hour,lightgbm,24hour,0.8,0.6507,1269.18,0.1493,28232,per_model
TB01_power_target_24hour,lightgbm,24hour,0.9,0.732,1750.02,0.168,28232,per_model
TB01_power_target_24hour,lightgbm,24hour,0.95,0.7727,2256.38,0.1773,28232,per_model
TB01_power_target_24hour,lightgbm,24hour,0.99,0.8053,2989.0,0.1847,28232,per_model
TB01_power_target_24hour,xgboost,24hour,0.5,0.4067,710.81,0.0933,28232,per_model
TB01_power_target_24hour,xgboost,24hour,0.8,0.6507,1260.95,0.1493,28232,per_model
TB01_power_target_24hour,xgboost,24hour,0.9,0.732,1753.19,0.168,28232,per_model
TB01_power_target_24hour,xgboost,24hour,0.95,0.7727,2248.67,0.1773,28232,per_model
TB01_power_target_24hour,xgboost,24hour,0.99,0.8053,2948.97,0.1847,28232,per_model
farm_total_power_target_24hour,xgboost,24hour,0.5,0.592,8165.83,0.092,28232,per_model
farm_total_power_target_24hour,xgboost,24hour,0.8,0.8,13109.28,0.0,28232,per_model
farm_total_power_target_24hour,xgboost,24hour,0.9,0.9,18536.48,0.0,28232,per_model
farm_total_power_target_24hour,xgboost,24hour,0.95,0.95,23381.33,0.0,28232,per_model
farm_total_power_target_24hour,xgboost,24hour,0.99,0.99,32206.72,0.0,28232,per_model
TB02_power_target_10min,lightgbm,10min,0.5,0.4061,97.15,0.0939,28232,per_model
TB02_power_target_10min,lightgbm,10min,0.8,0.6497,296.54,0.1503,28232,per_model
TB02_power_target_10min,lightgbm,10min,0.9,0.7309,460.04,0.1691,28232,per_model
TB02_power_target_10min,lightgbm,10min,0.95,0.7715,633.62,0.1785,28232,per_model
TB02_power_target_10min,lightgbm,10min,0.99,0.804,1027.82,0.186,28232,per_model
TB02_power_target_10min,xgboost,10min,0.5,0.4061,129.96,0.0939,28232,per_model
TB02_power_target_10min,xgboost,10min,0.8,0.6497,299.55,0.1503,28232,per_model
TB02_power_target_10min,xgboost,10min,0.9,0.7309,461.62,0.1691,28232,per_model
TB02_power_target_10min,xgboost,10min,0.95,0.7715,630.91,0.1785,28232,per_model
TB02_power_target_10min,xgboost,10min,0.99,0.804,1036.0,0.186,28232,per_model
TB02_power_target_30min,lightgbm,30min,0.5,0.4061,185.95,0.0939,28232,per_model
TB02_power_target_30min,lightgbm,30min,0.8,0.6497,511.28,0.1503,28232,per_model
TB02_power_target_30min,lightgbm,30min,0.9,0.7309,772.5,0.1691,28232,per_model
TB02_power_target_30min,lightgbm,30min,0.95,0.7715,1045.23,0.1785,28232,per_model
TB02_power_target_30min,lightgbm,30min,0.99,0.804,1679.58,0.186,28232,per_model
TB02_power_target_30min,xgboost,30min,0.5,0.415,207.75,0.085,28232,per_model
TB02_power_target_30min,xgboost,30min,0.8,0.6497,508.29,0.1503,28232,per_model
TB02_power_target_30min,xgboost,30min,0.9,0.7309,779.73,0.1691,28232,per_model
TB02_power_target_30min,xgboost,30min,0.95,0.7715,1057.56,0.1785,28232,per_model
TB02_power_target_30min,xgboost,30min,0.99,0.804,1679.98,0.186,28232,per_model
TB02_power_target_1hour,lightgbm,1hour,0.5,0.4061,267.76,0.0939,28232,per_model
TB02_power_target_1hour,lightgbm,1hour,0.8,0.6497,710.83,0.1503,28232,per_model
TB02_power_target_1hour,lightgbm,1hour,0.9,0.7309,1039.01,0.1691,28232,per_model
TB02_power_target_1hour,lightgbm,1hour,0.95,0.7715,1353.04,0.1785,28232,per_model
TB02_power_target_1hour,lightgbm,1hour,0.99,0.804,2093.21,0.186,28232,per_model
TB02_power_target_1hour,xgboost,1hour,0.5,0.4061,271.65,0.0939,28232,per_model
TB02_power_target_1hour,xgboost,1hour,0.8,0.6497,700.79,0.1503,28232,per_model
TB02_power_target_1hour,xgboost,1hour,0.9,0.7309,1036.34,0.1691,28232,per_model
TB02_power_target_1hour,xgboost,1hour,0.95,0.7715,1348.05,0.1785,28232,per_model
TB02_power_target_1hour,xgboost,1hour,0.99,0.804,2103.43,0.186,28232,per_model
TB02_power_target_6hour,lightgbm,6hour,0.5,0.4061,534.7,0.0939,28232,per_model
TB02_power_target_6hour,lightgbm,6hour,0.8,0.6497,1133.85,0.1503,28232,per_model
TB02_power_target_6hour,lightgbm,6hour,0.9,0.7309,1578.64,0.1691,28232,per_model
TB02_power_target_6hour,lightgbm,6hour,0.95,0.7715,1932.85,0.1785,28232,per_model
TB02_power_target_6hour,lightgbm,6hour,0.99,0.804,2636.07,0.186,28232,per_model
TB02_power_target_6hour,xgboost,6hour,0.5,0.4061,559.95,0.0939,28232,per_model
TB02_power_target_6hour,xgboost,6hour,0.8,0.6497,1162.4,0.1503,28232,per_model
TB02_power_target_6hour,xgboost,6hour,0.9,0.7309,1569.14,0.1691,28232,per_model
TB02_power_target_6hour,xgboost,6hour,0.95,0.7715,1918.95,0.1785,28232,per_model
TB02_power_target_6hour,xgboost,6hour,0.99,0.804,2527.15,0.186,28232,per_model
TB02_power_target_24hour,lightgbm,24hour,0.5,0.4061,654.75,0.0939,28232,per_model
TB02_power_target_24hour,lightgbm,24hour,0.8,0.6497,1286.02,0.1503,28232,per_model
TB02_power_target_24hour,lightgbm,24hour,0.9,0.7309,1820.86,0.1691,28232,per_model
TB02_power_target_24hour,lightgbm,24hour,0.95,0.7715,2300.3,0.1785,28232,per_model
TB02_power_target_24hour,lightgbm,24hour,0.99,0.804,3059.67,0.186,28232,per_model
TB02_power_target_24hour,xgboost,24hour,0.5,0.4061,673.17,0.0939,28232,per_model
TB02_power_target_24hour,xgboost,24hour,0.8,0.6497,1278.21,0.1503,28232,per_model
TB02_power_target_24hour,xgboost,24hour,0.9,0.7309,1799.08,0.1691,28232,per_model
TB02_power_target_24hour,xgboost,24hour,0.95,0.7715,2279.5,0.1785,28232,per_model
TB02_power_target_24hour,xgboost,24hour,0.99,0.804,3008.96,0.186,28232,per_model
TB03_power_target_10min,lightgbm,10min,0.5,0.4067,105.37,0.0933,28232,per_model
TB03_power_target_10min,lightgbm,10min,0.8,0.6508,297.88,0.1492,28232,per_model
TB03_power_target_10min,lightgbm,10min,0.9,0.7321,470.05,0.1679,28232,per_model
TB03_power_target_10min,lightgbm,10min,0.95,0.7727,642.85,0.1773,28232,per_model
TB03_power_target_10min,lightgbm,10min,0.99,0.8053,1081.47,0.1847,28232,per_model
TB03_power_target_10min,xgboost,10min,0.5,0.4067,111.25,0.0933,28232,per_model
TB03_power_target_10min,xgboost,10min,0.8,0.6508,301.59,0.1492,28232,per_model
TB03_power_target_10min,xgboost,10min,0.9,0.7321,474.87,0.1679,28232,per_model
TB03_power_target_10min,xgboost,10min,0.95,0.7727,647.66,0.1773,28232,per_model
TB03_power_target_10min,xgboost,10min,0.99,0.8053,1082.45,0.1847,28232,per_model
TB03_power_target_30min,lightgbm,30min,0.5,0.4067,198.79,0.0933,28232,per_model
TB03_power_target_30min,lightgbm,30min,0.8,0.6508,529.7,0.1492,28232,per_model
TB03_power_target_30min,lightgbm,30min,0.9,0.7321,796.3,0.1679,28232,per_model
TB03_power_target_30min,lightgbm,30min,0.95,0.7727,1076.22,0.1773,28232,per_model
TB03_power_target_30min,lightgbm,30min,0.99,0.8053,1714.39,0.1847,28232,per_model
TB03_power_target_30min,xgboost,30min,0.5,0.4095,245.37,0.0905,28232,per_model
TB03_power_target_30min,xgboost,30min,0.8,0.6508,525.43,0.1492,28232,per_model
TB03_power_target_30min,xgboost,30min,0.9,0.7321,794.95,0.1679,28232,per_model
TB03_power_target_30min,xgboost,30min,0.95,0.7727,1083.54,0.1773,28232,per_model
TB03_power_target_30min,xgboost,30min,0.99,0.8053,1727.28,0.1847,28232,per_model
TB03_power_target_1hour,lightgbm,1hour,0.5,0.4067,316.37,0.0933,28232,per_model
TB03_power_target_1hour,lightgbm,1hour,0.8,0.6508,727.93,0.1492,28232,per_model
TB03_power_target_1hour,lightgbm,1hour,0.9,0.7321,1047.55,0.1679,28232,per_model
TB03_power_target_1hour,lightgbm,1hour,0.95,0.7727,1369.94,0.1773,28232,per_model
TB03_power_target_1hour,lightgbm,1hour,0.99,0.8053,2138.92,0.1847,28232,per_model
TB03_power_target_1hour,xgboost,1hour,0.5,0.4067,369.99,0.0933,28232,per_model
TB03_power_target_1hour,xgboost,1hour,0.8,0.6542,770.58,0.1458,28232,per_model
TB03_power_target_1hour,xgboost,1hour,0.9,0.7321,1062.21,0.1679,28232,per_model
TB03_power_target_1hour,xgboost,1hour,0.95,0.7727,1401.11,0.1773,28232,per_model
TB03_power_target_1hour,xgboost,1hour,0.99,0.8053,2122.25,0.1847,28232,per_model
TB03_power_target_6hour,lightgbm,6hour,0.5,0.4067,570.89,0.0933,28232,per_model
TB03_power_target_6hour,lightgbm,6hour,0.8,0.6508,1172.27,0.1492,28232,per_model
TB03_power_target_6hour,lightgbm,6hour,0.9,0.7321,1596.74,0.1679,28232,per_model
TB03_power_target_6hour,lightgbm,6hour,0.95,0.7727,1933.76,0.1773,28232,per_model
TB03_power_target_6hour,lightgbm,6hour,0.99,0.8053,2535.85,0.1847,28232,per_model
TB03_power_target_6hour,xgboost,6hour,0.5,0.4067,582.09,0.0933,28232,per_model
TB03_power_target_6hour,xgboost,6hour,0.8,0.6508,1182.15,0.1492,28232,per_model
TB03_power_target_6hour,xgboost,6hour,0.9,0.7321,1577.45,0.1679,28232,per_model
TB03_power_target_6hour,xgboost,6hour,0.95,0.7727,1875.83,0.1773,28232,per_model
TB03_power_target_6hour,xgboost,6hour,0.99,0.8053,2494.22,0.1847,28232,per_model
TB03_power_target_24hour,lightgbm,24hour,0.5,0.4067,682.52,0.0933,28232,per_model
TB03_power_target_24hour,lightgbm,24hour,0.8,0.6508,1262.94,0.1492,28232,per_model
TB03_power_target_24hour,lightgbm,24hour,0.9,0.7321,1763.07,0.1679,28232,per_model
TB03_power_target_24hour,lightgbm,24hour,0.95,0.7727,2213.66,0.1773,28232,per_model
TB03_power_target_24hour,lightgbm,24hour,0.99,0.8053,2951.86,0.1847,28232,per_model
TB03_power_target_24hour,xgboost,24hour,0.5,0.4067,736.78,0.0933,28232,per_model
TB03_power_target_24hour,xgboost,24hour,0.8,0.6508,1286.88,0.1492,28232,per_model
TB03_power_target_24hour,xgboost,24hour,0.9,0.7321,1752.79,0.1679,28232,per_model
TB03_power_target_24hour,xgboost,24hour,0.95,0.7727,2166.92,0.1773,28232,per_model
TB03_power_target_24hour,xgboost,24hour,0.99,0.8053,2858.64,0.1847,28232,per_model
TB04_power_target_10min,lightgbm,10min,0.5,0.4067,101.98,0.0933,28232,per_model
TB04_power_target_10min,lightgbm,10min,0.8,0.6508,294.78,0.1492,28232,per_model
TB04_power_target_10min,lightgbm,10min,0.9,0.7321,454.55,0.1679,28232,per_model
TB04_power_target_10min,lightgbm,10min,0.95,0.7728,629.48,0.1772,28232,per_model
TB04_power_target_10min,lightgbm,10min,0.99,0.8053,1076.04,0.1847,28232,per_model
TB04_power_target_10min,xgboost,10min,0.5,0.4067,112.84,0.0933,28232,per_model
TB04_power_target_10min,xgboost,10min,0.8,0.6508,315.4,0.1492,28232,per_model
TB04_power_target_10min,xgboost,10min,0.9,0.7321,469.49,0.1679,28232,per_model
TB04_power_target_10min,xgboost,10min,0.95,0.7728,632.95,0.1772,28232,per_model
TB04_power_target_10min,xgboost,10min,0.99,0.8053,1063.34,0.1847,28232,per_model
TB04_power_target_30min,lightgbm,30min,0.5,0.4067,191.45,0.0933,28232,per_model
TB04_power_target_30min,lightgbm,30min,0.8,0.6508,515.63,0.1492,28232,per_model
TB04_power_target_30min,lightgbm,30min,0.9,0.7321,775.5,0.1679,28232,per_model
TB04_power_target_30min,lightgbm,30min,0.95,0.7728,1039.8,0.1772,28232,per_model
TB04_power_target_30min,lightgbm,30min,0.99,0.8053,1697.97,0.1847,28232,per_model
TB04_power_target_30min,xgboost,30min,0.5,0.4067,240.08,0.0933,28232,per_model
TB04_power_target_30min,xgboost,30min,0.8,0.6508,542.05,0.1492,28232,per_model
TB04_power_target_30min,xgboost,30min,0.9,0.7321,779.52,0.1679,28232,per_model
TB04_power_target_30min,xgboost,30min,0.95,0.7728,1045.88,0.1772,28232,per_model
TB04_power_target_30min,xgboost,30min,0.99,0.8053,1709.07,0.1847,28232,per_model
TB04_power_target_1hour,lightgbm,1hour,0.5,0.4067,280.7,0.0933,28232,per_model
TB04_power_target_1hour,lightgbm,1hour,0.8,0.6508,708.82,0.1492,28232,per_model
TB04_power_target_1hour,lightgbm,1hour,0.9,0.7321,1022.86,0.1679,28232,per_model
TB04_power_target_1hour,lightgbm,1hour,0.95,0.7728,1350.67,0.1772,28232,per_model
TB04_power_target_1hour,lightgbm,1hour,0.99,0.8053,2082.98,0.1847,28232,per_model
TB04_power_target_1hour,xgboost,1hour,0.5,0.4067,312.08,0.0933,28232,per_model
TB04_power_target_1hour,xgboost,1hour,0.8,0.6508,712.63,0.1492,28232,per_model
TB04_power_target_1hour,xgboost,1hour,0.9,0.7321,1027.38,0.1679,28232,per_model
TB04_power_target_1hour,xgboost,1hour,0.95,0.7728,1350.5,0.1772,28232,per_model
TB04_power_target_1hour,xgboost,1hour,0.99,0.8053,2049.89,0.1847,28232,per_model
TB04_power_target_6hour,lightgbm,6hour,0.5,0.4067,572.0,0.0933,28232,per_model
TB04_power_target_6hour,lightgbm,6hour,0.8,0.6508,1150.88,0.1492,28232,per_model
TB04_power_target_6hour,lightgbm,6hour,0.9,0.7321,1553.96,0.1679,28232,per_model
TB04_power_target_6hour,lightgbm,6hour,0.95,0.7728,1903.38,0.1772,28232,per_model
TB04_power_target_6hour,lightgbm,6hour,0.99,0.8053,2588.79,0.1847,28232,per_model
TB04_power_target_6hour,xgboost,6hour,0.5,0.4067,617.13,0.0933,28232,per_model
TB04_power_target_6hour,xgboost,6hour,0.8,0.6508,1192.47,0.1492,28232,per_model
TB04_power_target_6hour,xgboost,6hour,0.9,0.7321,1607.49,0.1679,28232,per_model
TB04_power_target_6hour,xgboost,6hour,0.95,0.7728,1958.34,0.1772,28232,per_model
TB04_power_target_6hour,xgboost,6hour,0.99,0.8053,2555.4,0.1847,28232,per_model
TB04_power_target_24hour,lightgbm,24hour,0.5,0.4067,653.96,0.0933,28232,per_model
TB04_power_target_24hour,lightgbm,24hour,0.8,0.6508,1316.45,0.1492,28232,per_model
TB04_power_target_24hour,lightgbm,24hour,0.9,0.7321,1846.07,0.1679,28232,per_model
TB04_power_target_24hour,lightgbm,24hour,0.95,0.7728,2338.61,0.1772,28232,per_model
TB04_power_target_24hour,lightgbm,24hour,0.99,0.8053,3119.98,0.1847,28232,per_model
TB04_power_target_24hour,xgboost,24hour,0.5,0.4067,674.03,0.0933,28232,per_model
TB04_power_target_24hour,xgboost,24hour,0.8,0.6508,1303.49,0.1492,28232,per_model
TB04_power_target_24hour,xgboost,24hour,0.9,0.7321,1826.55,0.1679,28232,per_model
TB04_power_target_24hour,xgboost,24hour,0.95,0.7728,2330.72,0.1772,28232,per_model
TB04_power_target_24hour,xgboost,24hour,0.99,0.8053,3056.08,0.1847,28232,per_model
TB05_power_target_10min,lightgbm,10min,0.5,0.4006,111.13,0.0994,28232,per_model
TB05_power_target_10min,lightgbm,10min,0.8,0.6409,326.81,0.1591,28232,per_model
TB05_power_target_10min,lightgbm,10min,0.9,0.721,523.2,0.179,28232,per_model
TB05_power_target_10min,lightgbm,10min,0.95,0.7611,746.83,0.1889,28232,per_model
TB05_power_target_10min,lightgbm,10min,0.99,0.7931,1339.88,0.1969,28232,per_model
TB05_power_target_10min,xgboost,10min,0.5,0.4006,124.89,0.0994,28232,per_model
TB05_power_target_10min,xgboost,10min,0.8,0.6409,336.07,0.1591,28232,per_model
TB05_power_target_10min,xgboost,10min,0.9,0.721,531.19,0.179,28232,per_model
TB05_power_target_10min,xgboost,10min,0.95,0.7611,743.6,0.1889,28232,per_model
TB05_power_target_10min,xgboost,10min,0.99,0.7931,1394.53,0.1969,28232,per_model
TB05_power_target_30min,lightgbm,30min,0.5,0.4006,211.86,0.0994,28232,per_model
TB05_power_target_30min,lightgbm,30min,0.8,0.6409,572.95,0.1591,28232,per_model
TB05_power_target_30min,lightgbm,30min,0.9,0.721,860.12,0.179,28232,per_model
TB05_power_target_30min,lightgbm,30min,0.95,0.7611,1162.46,0.1889,28232,per_model
TB05_power_target_30min,lightgbm,30min,0.99,0.7931,1852.44,0.1969,28232,per_model
TB05_power_target_30min,xgboost,30min,0.5,0.4006,246.29,0.0994,28232,per_model
TB05_power_target_30min,xgboost,30min,0.8,0.6409,579.33,0.1591,28232,per_model
TB05_power_target_30min,xgboost,30min,0.9,0.721,869.98,0.179,28232,per_model
TB05_power_target_30min,xgboost,30min,0.95,0.7611,1211.75,0.1889,28232,per_model
TB05_power_target_30min,xgboost,30min,0.99,0.7931,1978.91,0.1969,28232,per_model
TB05_power_target_1hour,lightgbm,1hour,0.5,0.4006,308.64,0.0994,28232,per_model
TB05_power_target_1hour,lightgbm,1hour,0.8,0.6409,782.54,0.1591,28232,per_model
TB05_power_target_1hour,lightgbm,1hour,0.9,0.721,1137.24,0.179,28232,per_model
TB05_power_target_1hour,lightgbm,1hour,0.95,0.7611,1464.11,0.1889,28232,per_model
TB05_power_target_1hour,lightgbm,1hour,0.99,0.7931,2191.89,0.1969,28232,per_model
TB05_power_target_1hour,xgboost,1hour,0.5,0.4006,302.88,0.0994,28232,per_model
TB05_power_target_1hour,xgboost,1hour,0.8,0.6409,772.01,0.1591,28232,per_model
TB05_power_target_1hour,xgboost,1hour,0.9,0.721,1142.23,0.179,28232,per_model
TB05_power_target_1hour,xgboost,1hour,0.95,0.7611,1464.97,0.1889,28232,per_model
TB05_power_target_1hour,xgboost,1hour,0.99,0.7931,2206.55,0.1969,28232,per_model
TB05_power_target_6hour,lightgbm,6hour,0.5,0.4006,611.86,0.0994,28232,per_model
TB05_power_target_6hour,lightgbm,6hour,0.8,0.6409,1253.13,0.1591,28232,per_model
TB05_power_target_6hour,lightgbm,6hour,0.9,0.721,1690.88,0.179,28232,per_model
TB05_power_target_6hour,lightgbm,6hour,0.95,0.7611,2044.32,0.1889,28232,per_model
TB05_power_target_6hour,lightgbm,6hour,0.99,0.7931,2670.82,0.1969,28232,per_model
TB05_power_target_6hour,xgboost,6hour,0.5,0.4006,627.53,0.0994,28232,per_model
TB05_power_target_6hour,xgboost,6hour,0.8,0.6409,1241.31,0.1591,28232,per_model
TB05_power_target_6hour,xgboost,6hour,0.9,0.721,1681.08,0.179,28232,per_model
TB05_power_target_6hour,xgboost,6hour,0.95,0.7611,2069.48,0.1889,28232,per_model
TB05_power_target_6hour,xgboost,6hour,0.99,0.7931,2650.71,0.1969,28232,per_model
TB05_power_target_24hour,lightgbm,24hour,0.5,0.4005,736.37,0.0995,28232,per_model
TB05_power_target_24hour,lightgbm,24hour,0.8,0.6409,1354.22,0.1591,28232,per_model
TB05_power_target_24hour,lightgbm,24hour,0.9,0.721,1852.3,0.179,28232,per_model
TB05_power_target_24hour,lightgbm,24hour,0.95,0.7611,2272.97,0.1889,28232,per_model
TB05_power_target_24hour,lightgbm,24hour,0.99,0.7931,3017.33,0.1969,28232,per_model
TB05_power_target_24hour,xgboost,24hour,0.5,0.4006,790.12,0.0994,28232,per_model
TB05_power_target_24hour,xgboost,24hour,0.8,0.6409,1363.14,0.1591,28232,per_model
TB05_power_target_24hour,xgboost,24hour,0.9,0.721,1823.22,0.179,28232,per_model
TB05_power_target_24hour,xgboost,24hour,0.95,0.7611,2219.7,0.1889,28232,per_model
TB05_power_target_24hour,xgboost,24hour,0.99,0.7931,2842.66,0.1969,28232,per_model
TB06_power_target_10min,lightgbm,10min,0.5,0.4067,105.88,0.0933,28232,per_model
TB06_power_target_10min,lightgbm,10min,0.8,0.6507,310.29,0.1493,28232,per_model
TB06_power_target_10min,lightgbm,10min,0.9,0.732,474.82,0.168,28232,per_model
TB06_power_target_10min,lightgbm,10min,0.95,0.7727,649.29,0.1773,28232,per_model
TB06_power_target_10min,lightgbm,10min,0.99,0.8052,1035.25,0.1848,28232,per_model
TB06_power_target_10min,xgboost,10min,0.5,0.4067,111.28,0.0933,28232,per_model
TB06_power_target_10min,xgboost,10min,0.8,0.6507,313.68,0.1493,28232,per_model
TB06_power_target_10min,xgboost,10min,0.9,0.732,486.74,0.168,28232,per_model
TB06_power_target_10min,xgboost,10min,0.95,0.7727,656.71,0.1773,28232,per_model
TB06_power_target_10min,xgboost,10min,0.99,0.8052,1046.39,0.1848,28232,per_model
TB06_power_target_30min,lightgbm,30min,0.5,0.4067,192.03,0.0933,28232,per_model
TB06_power_target_30min,lightgbm,30min,0.8,0.6507,515.6,0.1493,28232,per_model
TB06_power_target_30min,lightgbm,30min,0.9,0.732,781.6,0.168,28232,per_model
TB06_power_target_30min,lightgbm,30min,0.95,0.7727,1051.66,0.1773,28232,per_model
TB06_power_target_30min,lightgbm,30min,0.99,0.8052,1628.41,0.1848,28232,per_model
TB06_power_target_30min,xgboost,30min,0.5,0.4261,215.63,0.0739,28232,per_model
TB06_power_target_30min,xgboost,30min,0.8,0.6507,536.2,0.1493,28232,per_model
TB06_power_target_30min,xgboost,30min,0.9,0.732,787.92,0.168,28232,per_model
TB06_power_target_30min,xgboost,30min,0.95,0.7727,1051.38,0.1773,28232,per_model
TB06_power_target_30min,xgboost,30min,0.99,0.8052,1641.36,0.1848,28232,per_model
TB06_power_target_1hour,lightgbm,1hour,0.5,0.4067,270.09,0.0933,28232,per_model
TB06_power_target_1hour,lightgbm,1hour,0.8,0.6507,712.51,0.1493,28232,per_model
TB06_power_target_1hour,lightgbm,1hour,0.9,0.732,1045.87,0.168,28232,per_model
TB06_power_target_1hour,lightgbm,1hour,0.95,0.7727,1352.47,0.1773,28232,per_model
TB06_power_target_1hour,lightgbm,1hour,0.99,0.8052,2012.5,0.1848,28232,per_model
TB06_power_target_1hour,xgboost,1hour,0.5,0.408,323.13,0.092,28232,per_model
TB06_power_target_1hour,xgboost,1hour,0.8,0.6507,713.11,0.1493,28232,per_model
TB06_power_target_1hour,xgboost,1hour,0.9,0.732,1051.63,0.168,28232,per_model
TB06_power_target_1hour,xgboost,1hour,0.95,0.7727,1358.79,0.1773,28232,per_model
